\N	1	1
\N	2	1
\N	3	1
\N	4	1
\N	5	1
\N	6	1
\N	7	1
\N	8	1
\N	9	1
\N	10	1
\N	11	1
\N	12	1
\N	13	1
\N	14	1
\N	15	1
\N	16	1
\N	17	1
\N	18	1
\N	19	1
\N	20	1
\N	21	1
\N	22	1
\N	23	1
\N	24	1
\N	25	1
\N	26	1
\N	27	1
\N	28	14
\N	29	1
\N	30	1
\N	31	1
\N	32	1
\N	33	1
\N	34	1
\N	35	1
\N	36	1
\N	37	1
\N	38	1
\N	39	1
\N	40	1
\N	41	1
\N	42	1
\N	43	1
\N	44	1
\N	45	6
\N	46	1
\N	47	1
\N	48	1
\N	49	1
\N	50	1
\N	51	1
\N	52	1
\N	53	1
\N	54	1
\N	55	1
\N	56	1
\N	57	1
\N	58	1
\N	59	1
\N	60	1
\N	61	1
\N	62	1
\N	63	1
\N	64	1
\N	65	1
\N	66	1
\N	67	1
\N	68	1
\N	69	1
\N	70	1
\N	71	1
\N	72	1
\N	73	1
\N	74	1
\N	75	1
\N	76	1
\N	77	1
\N	78	1
\N	79	1
\N	80	1
\N	81	1
\N	82	1
\N	83	1
\N	84	1
\N	85	1
\N	86	1
\N	87	1
\N	88	1
\N	89	1
\N	90	1
\N	91	1
\N	92	1
\N	93	1
\N	94	1
\N	95	1
\N	96	1
\N	97	1
\N	98	1
\N	99	1
\N	100	1
\N	101	1
\N	102	1
\N	103	1
\N	104	1
\N	105	1
\N	106	1
\N	107	1
\N	108	1
\N	109	1
\N	110	1
\N	111	1
\N	112	1
\N	113	1
\N	114	1
\N	115	1
\N	116	1
\N	117	1
\N	118	1
\N	119	1
\N	120	1
\N	121	1
\N	122	7
\N	123	1
\N	124	1
\N	125	1
\N	126	1
\N	127	1
\N	128	1
\N	129	1
\N	130	1
\N	131	1
\N	132	1
\N	133	1
\N	134	1
\N	135	1
\N	136	1
\N	137	1
\N	138	1
\N	139	1
\N	140	1
\N	141	1
\N	142	1
\N	143	1
\N	144	1
\N	145	1
\N	146	1
\N	147	1
\N	148	1
\N	149	1
\N	150	1
\N	151	1
\N	152	1
\N	153	1
\N	154	1
\N	155	1
\N	156	1
\N	157	1
\N	158	1
\N	159	1
\N	160	1
\N	161	1
\N	162	1
\N	163	1
\N	164	1
\N	165	1
\N	167	1
\N	168	1
\N	169	1
\N	170	1
\N	171	1
\N	172	1
\N	173	1
\N	174	1
\N	176	1
\N	177	1
\N	178	1
\N	179	1
\N	180	1
\N	181	1
\N	183	1
\N	184	1
\N	185	1
\N	186	1
\N	187	1
\N	188	1
\N	189	1
\N	190	1
\N	191	1
\N	192	1
\N	193	1
\N	194	1
\N	195	1
\N	196	1
\N	197	1
\N	198	1
\N	199	1
\N	200	1
\N	201	1
\N	202	1
\N	203	1
\N	204	1
\N	205	1
\N	206	1
\N	207	1
\N	208	1
\N	209	1
\N	210	1
\N	211	1
\N	212	1
\N	213	1
\N	214	1
\N	215	8
\N	216	1
\N	217	1
\N	218	1
\N	219	1
\N	220	1
\N	221	1
\N	222	1
\N	223	1
\N	224	1
\N	225	1
\N	226	1
\N	227	1
\N	228	1
\N	229	1
\N	230	1
\N	231	1
\N	232	1
\N	233	1
\N	234	1
\N	235	1
\N	237	1
\N	238	1
\N	239	1
\N	240	9
\N	241	10
\N	242	11
\N	243	12
\N	244	13
\N	245	1
\N	247	1
